datacenter_id,server_generation,server_id,action,server_type,release_time,purchase_price,slots_size,energy_consumption,capacity,life_expectancy,cost_of_moving,average_maintenance_fee,cost_of_energy,latency_sensitivity,slots_capacity,selling_price,lifespan,moved,cost
DC2,CPU.S3,7dc79af4-e62d-4a1f-a0ae-60a284e02003,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,a27090b2-b847-435a-ae4a-1b716948f6a6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,f6e70bd4-b88f-4d92-9ca3-5fea8cf966d8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,d9b0e79c-ab76-4696-8b1e-ac2dbbc46956,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,ee8eb144-8de7-4e3d-af40-ba4e7a80eafd,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,e3962921-8170-4a22-af1c-dc7dfec67bc5,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,9988aa53-7870-4a2d-8376-7febd636dde7,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,1b48fbae-74a2-4be2-95ca-eaa5bdae13f4,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,8b0c8f5e-da82-4bd7-a251-569a10a51ab7,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,abc797a5-4246-4278-836d-2e933296d4c8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,536e1e64-2179-4eff-b86f-c76b2b5e55f4,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,e6551780-195a-4d3d-9a21-67377c34a72c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,4d19bcb8-2020-422e-a20d-e1e3e862fab5,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,c7c1841a-582f-487b-9884-ec6435186cac,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,d1aa5b9b-786a-4a4e-9512-bc5f01d3b9a1,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,4b54369e-edb4-4689-bdb8-7deb48407778,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,8194d3bf-177c-4e7e-9c48-6403f96c4305,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,322dfac6-0219-469c-93ab-ca81575d2321,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,588f6dc0-305c-4bd1-a585-7a028163875c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,bb75f05c-48f2-449a-b7b0-e0cac95d80a0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,02143bfe-57da-4bca-8422-c36dab75ffa5,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,25df15fd-228e-4ef0-bb71-f534223b452a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,7a92b680-9d18-4662-973e-d42b6163075e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,a2721190-50c5-4047-9f53-17c505c52bd6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,cfaa63b6-d9e0-4da7-892b-e9ac687fd454,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,0b3fe23e-3137-4c4e-b40a-d560cc72215e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,546bdb18-4529-4f22-b9a0-692edc32f5ed,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,3af54cf5-4d29-48aa-ac63-b65e19064689,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,f55022f7-b601-4c30-bc0c-f9131434454b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,6aa19d14-37f1-4c84-b808-ffd954e270a8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,315def1d-ad06-4377-8246-72846f3efed0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,b930d093-8606-449e-bcbe-5ffeaa27f98e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,1afaf5a9-e4dc-49a1-88ee-2231e9080535,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,32d436f5-7579-4575-8299-7c2a693c62c3,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,256526a2-b911-41a5-9bc2-c1184e53af1a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,7d1e0dbf-d8c9-4b35-a55b-f22c3a72c45c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,0edb2969-4599-418c-a248-9c878b4da4e2,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC2,CPU.S3,6daeba8d-d975-44d7-af6c-ca7f93197864,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,92.0,0,937.2326169369835
DC3,CPU.S3,d170e781-8b95-4cc6-ac47-fb4bc3d857ea,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,70127ce2-f5f8-411c-a0ac-72470b449bc9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,c2bc7d70-4b75-4e15-ab65-89337e17bb63,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,f2034cc2-5aae-4178-89c9-d3571e4f5a02,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,6c9cd571-e477-4d1e-b606-7bf5f42e9886,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,9dc3a399-6534-449b-9309-ceb6331e402d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,12354cb4-5bea-49d2-8812-f2d6ab015133,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,8e9e55a6-3c3f-4fcb-a942-280f91ea83f6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,7041de78-395d-4a26-b45c-fb0d0cb09f73,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,2d9a2388-9498-4714-847c-efc13d0cb293,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,e60df1be-aa02-4f8c-b996-8bea858ff45e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,e519d530-40d8-4108-8bb2-58663498f4ca,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,33893d8f-a787-4110-b780-92825fd68fe6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,954df768-707a-4838-bb50-eae51a6f23f6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,e987aac4-4111-41d9-a125-d6be2755d778,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,3776654f-b04a-47ed-a733-c2168c66ed08,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,877e0c2f-cef4-4b67-ae20-b6015e278e2d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,cd6e8e9e-0bd9-43d0-a75c-660f3e1de9a5,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,909bebd5-4b3b-4d78-8884-1605c351854a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC3,CPU.S3,2c1dbf5a-f5bf-419d-926a-448cde39a4f0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,92.0,0,1177.2326169369835
DC4,CPU.S3,0a5b855d-52b3-4057-8317-a2f606430b43,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,19acb077-eea4-4ada-957a-8b888bd6dc45,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,484f304e-98b2-41d0-94ab-29864392ebd0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,cafbef98-7238-4e3c-aa18-a81801917dcc,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,43ae93a8-f201-4700-8d5e-309ce8b54b2b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,051771b7-34b5-4927-acfb-a0a647400fa9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,f65b4e26-b5fc-4736-abfe-9c438db5ec39,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,1bc9f84b-1b23-4892-a9a9-5f4b576fc3b4,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,76010d1e-a62e-42dc-9f87-2bd3bed9195c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,22b01698-235e-48a0-bd2b-e042c510cf22,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,5b0fe772-c859-46b1-904a-5db1ddfeb06b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,3190709b-759d-4a04-ac56-8832cb9788d8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,f0c7de22-7590-4d51-b3e7-e2cd2b95cec9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,f552436a-17b4-4570-bc3f-11f4b1d69f56,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,37065b4b-95f6-492c-8cf1-cf22569a9b66,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,46e300db-ba2b-42f2-904c-77bd17065813,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,1630de82-12c5-4098-971a-81916584fd44,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,76966552-26d8-47f6-acd8-39d62e2a4f28,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,2f2cdebb-0ad1-4185-ac1c-93b7e1a42339,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC4,CPU.S3,086afe4a-db8f-48e9-9418-392e2f9ae039,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,92.0,0,1257.2326169369835
DC1,GPU.S2,60b4693c-ddb5-4574-b2ba-50a01792114f,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.25,low,25245,1600.0,92.0,0,5473.311740387122
DC1,GPU.S2,63834081-b1b5-4bc4-bd4a-8bfb8d18e6fd,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.25,low,25245,1600.0,92.0,0,5473.311740387122
DC1,GPU.S2,31d7af8a-71fe-45c5-ad37-01c30ef147d5,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.25,low,25245,1600.0,92.0,0,5473.311740387122
DC2,GPU.S2,902f1306-5bbe-499c-863f-c41ed47852c9,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.35,medium,15300,1800.0,92.0,0,5773.311740387122
DC2,GPU.S2,dd860466-94b7-4f05-9f5b-76066e3814be,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.35,medium,15300,1800.0,92.0,0,5773.311740387122
DC2,GPU.S2,3b55777d-e7e2-47db-9707-679563a5a1e3,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.35,medium,15300,1800.0,92.0,0,5773.311740387122
DC3,GPU.S2,4239d81a-d9f2-44cb-a331-ba830eab481a,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.65,high,7020,2000.0,92.0,0,6673.311740387122
DC3,GPU.S2,ae79b5d1-cf87-4883-8b85-fe30b9f72fec,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.65,high,7020,2000.0,92.0,0,6673.311740387122
DC3,GPU.S2,dee1ad6b-6039-4411-ab28-9b7d68af206f,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.65,high,7020,2000.0,92.0,0,6673.311740387122
DC4,GPU.S2,92f6d6be-f554-4bba-a4c2-36a00f5dbb82,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.75,high,8280,2000.0,92.0,0,6973.311740387122
DC4,GPU.S2,bab9c425-1495-4221-9350-bb07a9ace285,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.75,high,8280,2000.0,92.0,0,6973.311740387122
DC4,GPU.S2,4ccb04d9-98ac-4a59-80cc-71a29800b910,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.75,high,8280,2000.0,92.0,0,6973.311740387122
DC1,CPU.S3,9ca09a42-995b-4275-9fc5-21d28ade097c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,5968b255-e5b8-4847-a753-57a9c8d4c435,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,a37c68fe-4c3d-4943-9936-c4fb232e0cd9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,bacb26c4-6b02-473b-8cbc-ec8a51ba08e9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,8a261ecc-f6c1-4ee0-aae2-e379b912cb79,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,e23cb87c-068a-4d61-96e9-fff8af83eb11,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,d27c7762-17e9-4bab-b7b3-b26ceb2cb8ad,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,460fedca-2787-4631-9e9c-6cd96bb9751b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,383551bc-04e8-4722-aafc-fa0528b90257,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,362fbebf-f7d5-4a85-8b22-b31cd0a95dc9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,633bbc07-1689-4507-a9dc-6e49145a1941,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,36b1e90c-8dee-4538-8b52-4a0b03550a1e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,820c0035-3dd4-418b-a952-a0f35748ed20,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,8bc07d61-48be-43c3-bd3b-22f661c6864e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,223e3814-cdd7-40af-aaeb-939d3bb810e8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,ea7f613d-522a-4291-9c4a-b965d35ddf7d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,639957ef-b7e4-4338-bbf7-1b8afd2dd130,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,5bfb7d7c-0c63-4ab5-bad2-2a96e6e64fd7,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,c0fdd285-b4b6-4886-b86c-27454cd44430,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,86e457d9-b875-4d3d-b7e4-55ee0b5f2fde,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,aa57aa2a-145d-4162-b7c7-d921baa80e99,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,ebb9a5bd-d6cd-403b-8d1b-2e650c750866,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,64b1c892-d44c-4770-9ec6-f08a9231bc10,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,06d1d3d8-fce2-43cd-9183-95531e369de8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,49346e8b-84f6-4fa2-9525-53fe7b03dd75,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,5ae70842-4450-48e1-b7d8-fc40d5d902ce,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,229d6910-aac6-42f3-84b8-2cc2cf8c9956,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,439cafea-138a-4ba1-b3f6-6b2a88cda28f,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,ed476dd6-9656-4df5-b5b4-20982b69a64c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,312b29ef-f369-4be8-8197-d9fb410e10a5,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,f3483659-d3eb-4593-968e-7550475fdbd1,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,77deb645-29cb-43d8-88d6-1a2a6f32ac5c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,745edb01-967f-4f81-bc2e-84c7c66f167f,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,9e46dfc9-a857-48c3-9354-c75d6aa2234c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,8820f80e-1883-412b-a7d4-bc10c236d43a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,6bc86ccd-c3fe-4f4b-8baa-8ad2aadf7723,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,bcbcf04b-b3d1-4af1-bc16-c73de956af43,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,2b392318-ec77-4755-978f-680126fea1d9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,9268be85-9c69-4bfb-bd1a-cf0aedb6fce4,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,8f196e9d-7173-4ec3-9793-ac374b566568,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,6204cee6-24df-424b-b517-275e3b99527b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,dde971a3-05cb-4def-92e3-489b9a6fcb2d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,21404496-5fdb-46d7-8131-be82ac0fe542,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,80fb6036-2eb3-423e-a177-1910ed58dcb4,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,b2095066-a4e7-4e39-85e3-eaf77b7d4773,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,576be753-ca73-4392-8e88-f70f09882af2,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,54b53c1f-5c81-434a-8f73-211889ed808b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,1507395f-9001-49e5-a62d-fbe7e569657e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,2a9db206-6a1a-4fe6-a310-ade2382e6c95,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,fb92f4f7-8d59-4af7-9c9d-197e68672f24,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,94075778-c8f3-49ca-9c15-b2d40f3f7af5,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,1940544f-1edc-49e6-be15-a7bc2e5bc0ed,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,9641d607-7e51-41c7-9d7c-b4bf85d23c16,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,38589268-4cb5-42a5-b903-356c20d30c26,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
DC1,CPU.S3,4ad694f0-d75e-40f5-85b4-c27dee3f445b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,91.0,0,845.7576890121954
